json ser(micros), json len(bytes), json & lz4 #(micros), json & lz4 len(bytes), json & lz4 !(micros), json & snappy #(micros), json & snappy len(bytes), json & snappy !(micros), json & zlib #(micros), json & zlib len(bytes), json & zlib !(micros), json & zstd #(micros), json & zstd len(bytes), json & zstd !(micros), json de(micros), protobuf ser(micros), protobuf len(bytes), protobuf & lz4 #(micros), protobuf & lz4 len(bytes), protobuf & lz4 !(micros), protobuf & snappy #(micros), protobuf & snappy len(bytes), protobuf & snappy !(micros), protobuf & zlib #(micros), protobuf & zlib len(bytes), protobuf & zlib !(micros), protobuf & zstd #(micros), protobuf & zstd len(bytes), protobuf & zstd !(micros), protobuf de(micros), protoref ser(micros), protoref len(bytes), protoref & lz4 #(micros), protoref & lz4 len(bytes), protoref & lz4 !(micros), protoref & snappy #(micros), protoref & snappy len(bytes), protoref & snappy !(micros), protoref & zlib #(micros), protoref & zlib len(bytes), protoref & zlib !(micros), protoref & zstd #(micros), protoref & zstd len(bytes), protoref & zstd !(micros), protoref de(micros), msgpack ser(micros), msgpack len(bytes), msgpack & lz4 #(micros), msgpack & lz4 len(bytes), msgpack & lz4 !(micros), msgpack & snappy #(micros), msgpack & snappy len(bytes), msgpack & snappy !(micros), msgpack & zlib #(micros), msgpack & zlib len(bytes), msgpack & zlib !(micros), msgpack & zstd #(micros), msgpack & zstd len(bytes), msgpack & zstd !(micros), msgpack de(micros), bson ser(micros), bson len(bytes), bson & lz4 #(micros), bson & lz4 len(bytes), bson & lz4 !(micros), bson & snappy #(micros), bson & snappy len(bytes), bson & snappy !(micros), bson & zlib #(micros), bson & zlib len(bytes), bson & zlib !(micros), bson & zstd #(micros), bson & zstd len(bytes), bson & zstd !(micros), bson de(micros), cbor ser(micros), cbor len(bytes), cbor & lz4 #(micros), cbor & lz4 len(bytes), cbor & lz4 !(micros), cbor & snappy #(micros), cbor & snappy len(bytes), cbor & snappy !(micros), cbor & zlib #(micros), cbor & zlib len(bytes), cbor & zlib !(micros), cbor & zstd #(micros), cbor & zstd len(bytes), cbor & zstd !(micros), cbor de(micros), pickle ser(micros), pickle len(bytes), pickle & lz4 #(micros), pickle & lz4 len(bytes), pickle & lz4 !(micros), pickle & snappy #(micros), pickle & snappy len(bytes), pickle & snappy !(micros), pickle & zlib #(micros), pickle & zlib len(bytes), pickle & zlib !(micros), pickle & zstd #(micros), pickle & zstd len(bytes), pickle & zstd !(micros), pickle de(micros), capnproto ser(micros), capnproto len(bytes), capnproto & lz4 #(micros), capnproto & lz4 len(bytes), capnproto & lz4 !(micros), capnproto & snappy #(micros), capnproto & snappy len(bytes), capnproto & snappy !(micros), capnproto & zlib #(micros), capnproto & zlib len(bytes), capnproto & zlib !(micros), capnproto & zstd #(micros), capnproto & zstd len(bytes), capnproto & zstd !(micros), capnproto de(micros),
13053, 272028, 31509, 175968, 5469, 9347, 164464, 15192, 186190, 95546, 31377, 1678, 96610, 317, 27870, 8371, 94000, 10724, 92046, 2768, 4472, 94026, 3209, 64868, 78667, 12941, 876, 82367, 123, 16917, 258956, 94000, 10789, 92052, 2769, 4422, 94026, 3186, 65156, 78666, 12936, 804, 82351, 122, 128879, 8078, 152003, 19317, 97541, 4178, 5957, 102964, 7215, 130437, 82625, 18187, 934, 72886, 121, 27220, 13961, 166910, 19178, 97349, 4277, 5890, 101729, 7230, 125907, 84700, 19631, 947, 77713, 169, 29401, 8447, 153003, 19199, 97457, 4182, 5903, 102946, 7245, 131325, 82509, 18268, 900, 72946, 141, 36217, 7397, 202008, 21526, 111012, 4588, 6603, 109658, 7570, 147194, 83281, 22386, 939, 73104, 136, 55954, 7032, 88048, 11522, 81558, 2847, 3602, 88074, 3178, 53879, 74930, 11773, 722, 72557, 107, 15224, 
13023, 272132, 31688, 175683, 5532, 9418, 164093, 15212, 188039, 95546, 31531, 1697, 96502, 322, 27850, 8424, 94000, 10879, 91969, 2788, 4472, 94026, 3222, 65725, 78682, 13071, 815, 82301, 124, 17088, 263107, 94000, 10882, 91985, 2792, 4471, 94026, 3211, 66045, 78681, 13030, 856, 82303, 137, 129354, 8390, 152003, 19465, 97404, 4220, 5940, 102977, 7279, 132231, 82569, 18267, 891, 72817, 140, 27497, 13999, 166910, 19318, 97516, 4307, 5904, 101835, 7255, 126805, 84696, 19752, 1036, 77969, 169, 29248, 8600, 153003, 19436, 97493, 4210, 5924, 103065, 7276, 132690, 82438, 18308, 889, 72812, 137, 36303, 7595, 202008, 21839, 110972, 4641, 6639, 109607, 7518, 148981, 83268, 22506, 861, 73111, 136, 56064, 7085, 88048, 11578, 81599, 2842, 3605, 88074, 3187, 53623, 74901, 11866, 719, 72508, 111, 15357, 
13109, 272144, 31770, 175585, 5458, 9425, 164208, 15222, 187779, 95739, 31534, 1675, 96603, 319, 27823, 8419, 94000, 10683, 92135, 2806, 4484, 94026, 3219, 64997, 78720, 13060, 844, 82368, 140, 16981, 262553, 94000, 10658, 92124, 2790, 4458, 94026, 3221, 65048, 78709, 13003, 854, 82380, 135, 129292, 8170, 152003, 19204, 97509, 4226, 5982, 103048, 7274, 132167, 82593, 18280, 861, 72883, 123, 27226, 13923, 166910, 19066, 97554, 4327, 5938, 101917, 7319, 127813, 84777, 19748, 1017, 77738, 159, 29382, 8468, 153003, 19165, 97422, 4256, 5985, 102945, 7272, 133026, 82454, 18357, 863, 72838, 129, 36231, 7487, 202008, 21737, 110932, 4636, 6735, 109836, 7548, 149239, 83266, 22488, 865, 73035, 132, 55875, 6936, 88048, 11598, 81525, 2854, 3627, 88074, 3179, 53340, 74907, 11888, 714, 72555, 111, 15235, 
13541, 271994, 32268, 175949, 5628, 9438, 164157, 15289, 187708, 95479, 31527, 1683, 96564, 325, 27851, 8449, 94000, 11176, 91938, 2799, 4446, 94026, 3244, 65546, 78679, 13105, 829, 82336, 124, 16955, 266635, 94000, 11102, 91954, 2805, 4448, 94026, 3216, 65777, 78686, 13055, 814, 82334, 125, 131473, 8316, 152003, 19448, 97449, 4186, 5949, 102999, 7271, 132102, 82609, 18352, 852, 72883, 134, 27490, 14337, 166910, 19082, 97393, 4389, 5945, 101691, 7333, 127826, 84749, 19780, 919, 77833, 163, 29484, 8533, 153003, 19493, 97483, 4214, 5941, 103008, 7313, 133191, 82490, 18389, 857, 72882, 123, 36399, 7479, 202008, 21875, 110902, 4607, 6626, 109654, 7604, 148957, 83257, 22471, 863, 73070, 134, 56188, 6999, 88048, 11582, 81541, 2850, 3625, 88074, 3226, 54072, 74922, 11910, 735, 73037, 117, 15400, 
13118, 272072, 31842, 176191, 5527, 9385, 163943, 15251, 187905, 95554, 31498, 1676, 96664, 321, 27934, 8486, 94000, 10878, 91986, 2807, 4491, 94026, 3225, 65863, 78662, 13084, 807, 82314, 126, 16854, 257281, 94000, 11023, 91980, 2812, 4481, 94026, 3227, 66139, 78668, 13051, 826, 82283, 145, 128373, 8221, 152003, 19389, 97598, 4238, 5961, 102964, 7312, 132222, 82562, 18377, 874, 73068, 147, 27385, 14009, 166910, 19400, 97496, 4313, 5940, 101864, 7297, 127429, 84736, 19732, 966, 77747, 181, 29359, 8433, 153003, 19506, 97531, 4200, 5996, 103009, 7298, 132902, 82437, 18419, 859, 73092, 128, 36174, 7405, 202008, 21782, 111065, 4634, 6615, 109669, 7563, 148581, 83274, 22512, 856, 72990, 137, 55942, 7001, 88048, 11522, 81580, 2856, 3639, 88074, 3180, 54011, 74907, 11883, 720, 72556, 110, 15274, 
13110, 271985, 31600, 175946, 5484, 9418, 164197, 15219, 186550, 95411, 31463, 1674, 96599, 319, 27909, 8487, 94000, 10800, 92040, 2786, 4562, 94026, 3219, 65393, 78657, 13019, 846, 82347, 138, 16997, 259687, 94000, 10783, 92028, 2852, 4474, 94026, 3224, 66125, 78692, 13020, 901, 82332, 144, 129478, 8286, 152003, 19411, 97412, 4209, 5940, 102953, 7254, 131976, 82602, 18310, 856, 72934, 129, 27382, 14131, 166910, 19348, 97454, 4328, 5992, 101702, 7306, 128177, 84590, 19785, 1012, 77778, 159, 29449, 8466, 153003, 19436, 97379, 4262, 5979, 103003, 7295, 133369, 82468, 18388, 855, 72831, 124, 36251, 7402, 202008, 21799, 110816, 4625, 6657, 109817, 7552, 150039, 83288, 22514, 1004, 73078, 141, 56001, 7011, 88048, 11542, 81553, 2877, 3609, 88074, 3204, 55035, 74890, 11895, 829, 72548, 112, 15290, 
13254, 272035, 31617, 175665, 5536, 9433, 164195, 15283, 187361, 95581, 31373, 1691, 96631, 338, 27771, 8429, 94000, 11077, 91900, 2820, 4468, 94026, 3202, 64645, 78678, 12986, 856, 82320, 142, 16955, 258999, 94000, 10991, 91925, 2807, 4472, 94026, 3235, 65134, 78673, 13039, 915, 82290, 135, 128786, 8190, 152003, 19361, 97563, 4254, 5994, 103089, 7319, 131867, 82589, 18337, 966, 72968, 140, 27216, 13927, 166910, 19043, 97467, 4313, 5938, 101717, 7295, 126930, 84722, 19818, 1061, 77833, 187, 29311, 8555, 153003, 19277, 97556, 4243, 6006, 103057, 7343, 133300, 82474, 18480, 869, 73182, 122, 36273, 7369, 202008, 21590, 111052, 4647, 6665, 109771, 7650, 149236, 83297, 22491, 862, 73136, 141, 56148, 7010, 88048, 11435, 81562, 2873, 3623, 88074, 3192, 54835, 74924, 11860, 731, 72771, 108, 15224, 
13098, 272134, 31559, 175886, 5565, 9398, 164124, 15260, 187557, 95626, 31433, 1698, 96525, 347, 27832, 8382, 94000, 10990, 91963, 2810, 4476, 94026, 3220, 64866, 78652, 13067, 814, 82397, 137, 16856, 259235, 94000, 10984, 91933, 2813, 4472, 94026, 3226, 65891, 78651, 13064, 815, 82377, 130, 128034, 8228, 152003, 19295, 97602, 4217, 5945, 102965, 7277, 140796, 82573, 18272, 896, 72972, 136, 27419, 13998, 166910, 19227, 97466, 4308, 5893, 101730, 7282, 127144, 84703, 19717, 911, 77699, 161, 29252, 8512, 153003, 19251, 97555, 4218, 5952, 102950, 7277, 133551, 82465, 18374, 862, 73077, 122, 36197, 7292, 202008, 21550, 110964, 4622, 6618, 109734, 7583, 149252, 83233, 22489, 908, 73202, 151, 55927, 7004, 88048, 11389, 81578, 2870, 3617, 88074, 3201, 54047, 74925, 11841, 732, 72537, 109, 15290, 
13559, 271962, 32588, 175636, 5578, 9470, 164383, 15307, 188421, 95499, 31521, 1672, 96440, 322, 27942, 8496, 94000, 11052, 91994, 2794, 4466, 94026, 3237, 65409, 78754, 13033, 813, 82311, 125, 16981, 268651, 94000, 10925, 92005, 2810, 4486, 94026, 3230, 65778, 78734, 12992, 828, 82340, 143, 128986, 8387, 152003, 19455, 97516, 4241, 6000, 102971, 7346, 132119, 82616, 18289, 863, 73101, 129, 27192, 13988, 166910, 19359, 97492, 4303, 5901, 101816, 7304, 127254, 84797, 19740, 942, 77862, 166, 29361, 8540, 153003, 19367, 97499, 4204, 5948, 103039, 7253, 132854, 82498, 18323, 855, 73091, 137, 36261, 7411, 202008, 21692, 110603, 4599, 6643, 109715, 7543, 148413, 83306, 22475, 867, 73056, 137, 55791, 7066, 88048, 11546, 81547, 2863, 3609, 88074, 3208, 53521, 74908, 11864, 818, 72539, 110, 15320, 
13024, 272072, 31326, 176096, 5490, 9393, 164236, 15221, 186669, 95519, 31451, 1692, 96633, 329, 27823, 8432, 94000, 10564, 92133, 2777, 4451, 94026, 3223, 64936, 78670, 13112, 877, 82345, 152, 16970, 258893, 94000, 10491, 92128, 2783, 4443, 94026, 3207, 65655, 78698, 13059, 924, 82352, 160, 128838, 8202, 152003, 19313, 97591, 4208, 5937, 103054, 7286, 132013, 82626, 18286, 934, 72938, 127, 27264, 13811, 166910, 19287, 97452, 4323, 5947, 101813, 7306, 127366, 84725, 19746, 1061, 77790, 182, 29405, 8510, 153003, 19166, 97471, 4227, 5966, 103100, 7246, 132781, 82498, 18378, 850, 72960, 132, 36178, 7518, 202008, 21486, 110897, 4619, 6695, 109778, 7589, 148583, 83293, 22501, 869, 72785, 137, 55886, 7026, 88048, 11522, 81618, 2860, 3614, 88074, 3213, 53527, 74899, 11861, 727, 72680, 113, 15219, 
13170, 272084, 32023, 175597, 5524, 9416, 164304, 15178, 186891, 95559, 31419, 1672, 96649, 339, 27884, 8401, 94000, 11112, 91950, 2787, 4475, 94026, 3220, 64749, 78688, 13083, 818, 82250, 123, 17140, 262406, 94000, 10715, 92011, 2786, 4463, 94026, 3206, 64881, 78686, 13037, 809, 82263, 123, 130289, 8190, 152003, 19447, 97516, 4237, 5949, 102988, 7241, 131589, 82571, 18243, 875, 73107, 136, 27411, 13859, 166910, 19327, 97487, 4313, 5916, 101887, 7325, 127175, 84725, 19700, 907, 77765, 159, 29339, 8553, 153003, 19427, 97365, 4196, 5975, 102904, 7266, 132486, 82447, 18405, 861, 73097, 124, 36209, 7540, 202008, 21777, 110779, 4622, 6662, 109640, 7754, 148450, 83301, 22553, 878, 73033, 152, 55819, 6987, 88048, 11461, 81564, 2867, 3614, 88074, 3204, 53651, 74907, 11870, 732, 72530, 109, 15304, 
13070, 271945, 31555, 175731, 5467, 9489, 164200, 16071, 187745, 95506, 31374, 1675, 96521, 316, 27752, 8400, 94000, 11044, 91956, 2786, 4476, 94026, 3229, 65441, 78649, 13082, 833, 82295, 122, 16899, 262383, 94000, 10915, 91954, 2800, 4465, 94026, 3213, 65730, 78661, 13075, 810, 82298, 122, 130158, 8234, 152003, 19473, 97569, 4237, 5942, 102998, 7241, 132141, 82605, 18240, 909, 72869, 139, 27314, 13879, 166910, 19333, 97361, 4325, 5908, 101689, 7305, 127524, 84657, 19761, 912, 77825, 159, 29440, 8565, 153003, 19414, 97431, 4229, 5945, 103045, 7287, 132300, 82482, 18414, 851, 72949, 124, 36093, 7371, 202008, 21806, 110901, 4631, 6632, 109696, 7549, 148545, 83229, 22479, 957, 73057, 148, 55628, 7018, 88048, 11554, 81561, 2863, 3622, 88074, 3216, 53959, 74883, 11895, 729, 72659, 109, 15202, 
13176, 271999, 31814, 175847, 5520, 9415, 164209, 15185, 185960, 95480, 31803, 1685, 96576, 332, 27947, 8470, 94000, 10945, 92021, 2792, 4467, 94026, 3209, 65771, 78676, 13069, 940, 82334, 122, 16853, 260704, 94000, 10950, 92025, 2782, 4462, 94026, 3202, 65729, 78676, 13037, 886, 82318, 122, 129657, 8204, 152003, 19402, 97617, 4223, 5917, 102994, 7266, 131919, 82571, 18272, 861, 72962, 124, 27295, 13992, 166910, 19282, 97409, 4327, 5907, 101648, 7252, 126974, 84710, 19776, 1059, 77903, 162, 29266, 8506, 153003, 19423, 97600, 4243, 6008, 102969, 7259, 132691, 82441, 18331, 877, 72951, 128, 36241, 7422, 202008, 21812, 110967, 4662, 6650, 109662, 7575, 148850, 83233, 22465, 975, 73151, 140, 55982, 7027, 88048, 11530, 81588, 2863, 3610, 88074, 3199, 53599, 74884, 11887, 772, 72522, 130, 15339, 
13578, 272044, 32518, 176101, 5681, 9454, 164262, 15300, 188460, 95762, 31544, 1736, 96543, 320, 27942, 8436, 94000, 10897, 92077, 2786, 4502, 94026, 3218, 64777, 78630, 13082, 802, 82455, 123, 17106, 261445, 94000, 10977, 92049, 2797, 4485, 94026, 3216, 65187, 78661, 13068, 903, 82438, 131, 129687, 8242, 152003, 19487, 97406, 4231, 5971, 102994, 7317, 132587, 82610, 18271, 859, 73030, 136, 27409, 13975, 166910, 19347, 97450, 4304, 5894, 101656, 7324, 128526, 84561, 19740, 910, 77818, 173, 29454, 8657, 153003, 19255, 97367, 4210, 5961, 102961, 7290, 132746, 82491, 18402, 857, 72943, 126, 36566, 7416, 202008, 21742, 111058, 4631, 6647, 109737, 7602, 149733, 83301, 22502, 881, 73129, 139, 56113, 6964, 88048, 11444, 81584, 2857, 3612, 88074, 3196, 54663, 74885, 11896, 726, 72601, 110, 15239, 
13060, 271999, 31443, 175471, 5592, 9405, 164100, 15192, 187314, 95511, 31503, 1677, 96430, 318, 27987, 8462, 94000, 10962, 91990, 2810, 4453, 94026, 3230, 64931, 78663, 12998, 919, 82379, 133, 16911, 257677, 94000, 10776, 92011, 2794, 4461, 94026, 3217, 64407, 78665, 13040, 861, 82368, 124, 129084, 8249, 152003, 19300, 97424, 4215, 5971, 102975, 7280, 134794, 82555, 18201, 924, 72930, 149, 27090, 13927, 166910, 19095, 97451, 4284, 5894, 101845, 7270, 127175, 84709, 19675, 1030, 77825, 158, 29080, 8394, 153003, 19285, 97365, 4189, 5942, 102982, 7248, 131833, 82429, 18287, 854, 72989, 122, 36156, 7355, 202008, 21712, 110950, 4590, 6609, 109784, 7607, 148534, 83266, 22334, 851, 73064, 131, 55838, 6927, 88048, 11470, 81570, 2882, 3601, 88074, 3198, 53187, 74912, 11833, 721, 72544, 109, 15182, 
13637, 272109, 31734, 176003, 5501, 9420, 164070, 15086, 186180, 95560, 31331, 1684, 96532, 327, 27809, 8330, 94000, 10845, 92046, 2768, 4473, 94026, 3196, 64560, 78675, 12949, 808, 82317, 120, 16853, 257654, 94000, 10735, 92063, 2764, 4440, 94026, 3216, 64557, 78694, 13104, 821, 82327, 125, 129056, 8118, 152003, 19151, 97681, 4189, 5876, 102950, 7285, 130955, 82597, 18165, 923, 72873, 124, 27163, 13831, 166910, 19111, 97489, 4298, 5863, 101792, 7284, 127140, 84715, 19621, 1005, 77804, 159, 29299, 8476, 153003, 19136, 97510, 4188, 5920, 102898, 7284, 131504, 82477, 18227, 853, 72835, 125, 36175, 7455, 202008, 21503, 110854, 4580, 6572, 109749, 7534, 148126, 83317, 22360, 969, 72935, 136, 55636, 6979, 88048, 11364, 81561, 2848, 3585, 88074, 3161, 53589, 74893, 11854, 726, 72536, 108, 15161, 
13041, 272040, 31720, 176092, 5513, 9448, 164110, 15272, 187976, 95513, 31480, 1706, 96601, 331, 27856, 8431, 94000, 11010, 91947, 2794, 4500, 94026, 3205, 64258, 78654, 13042, 845, 82244, 128, 16987, 260574, 94000, 10849, 91969, 2794, 4486, 94026, 3201, 64797, 78648, 13017, 806, 82241, 127, 129262, 8254, 152003, 19410, 97641, 4246, 5953, 102961, 7287, 131897, 82573, 18280, 868, 73109, 124, 27151, 13922, 166910, 19313, 97417, 4303, 5951, 101858, 7266, 127784, 84688, 19707, 916, 77840, 163, 29376, 8518, 153003, 19446, 97398, 4214, 5954, 103002, 7268, 132585, 82448, 18329, 897, 73070, 138, 36330, 7443, 202008, 21801, 110921, 4618, 6633, 109714, 7526, 148183, 83244, 22486, 868, 72989, 137, 56038, 7045, 88048, 11367, 81561, 2854, 3614, 88074, 3180, 54001, 74899, 11855, 721, 72544, 109, 15252, 
13020, 271964, 31794, 175830, 5525, 9421, 164421, 15276, 187876, 95543, 31476, 1678, 96550, 312, 27829, 8463, 94000, 10263, 92165, 2772, 4487, 94026, 3217, 64762, 78697, 13053, 865, 82364, 132, 17008, 262221, 94000, 10387, 92160, 2777, 4475, 94026, 3217, 64856, 78698, 13038, 834, 82303, 139, 129464, 8259, 152003, 19264, 97587, 4210, 5952, 103012, 7304, 131303, 82604, 18293, 856, 73011, 124, 27099, 13836, 166910, 19413, 97429, 4310, 5900, 101717, 7296, 127183, 84767, 19765, 907, 77710, 157, 29229, 8495, 153003, 19411, 97500, 4205, 5956, 102946, 7277, 132266, 82485, 18379, 864, 73056, 124, 36320, 7477, 202008, 21599, 111055, 4627, 6660, 109776, 7558, 148730, 83291, 22469, 857, 73081, 133, 55948, 7026, 88048, 11529, 81582, 2857, 3635, 88074, 3192, 53972, 74977, 11853, 718, 72562, 109, 15249, 
13552, 271957, 31943, 175830, 5646, 9499, 164000, 15289, 188312, 95563, 31736, 1688, 96711, 343, 27936, 8492, 94000, 10786, 92103, 2771, 4483, 94026, 3227, 64593, 78648, 13060, 830, 82426, 142, 17197, 261221, 94000, 10685, 92127, 2765, 4489, 94026, 3208, 64652, 78656, 13035, 837, 82395, 139, 129137, 8359, 152003, 19429, 97463, 4216, 5959, 102938, 7289, 132146, 82614, 18357, 876, 73085, 159, 27340, 13977, 166910, 19224, 97497, 4324, 5920, 101800, 7335, 127267, 84700, 19724, 917, 77836, 161, 29356, 8549, 153003, 19310, 97347, 4224, 5953, 103031, 7288, 132958, 82488, 18434, 865, 73062, 128, 36377, 7423, 202008, 21826, 110831, 4643, 6663, 109700, 7562, 148756, 83298, 22511, 861, 73333, 137, 56154, 7077, 88048, 11603, 81548, 2856, 3629, 88074, 3194, 53947, 74946, 11895, 829, 72550, 129, 15424, 
13021, 272070, 31697, 175964, 5520, 9451, 164264, 15261, 186458, 95560, 31556, 1692, 96656, 327, 27818, 8451, 94000, 11075, 91964, 2804, 4472, 94026, 3226, 64896, 78663, 13032, 824, 82356, 127, 16923, 264309, 94000, 10919, 92035, 2771, 4473, 94026, 3186, 64861, 78669, 13045, 813, 82338, 126, 130509, 8224, 152003, 19466, 97603, 4213, 5952, 103036, 7297, 131231, 82552, 18264, 867, 72793, 126, 27306, 13922, 166910, 19335, 97552, 4298, 5917, 101834, 7211, 126919, 84722, 19731, 942, 77770, 170, 29289, 8541, 153003, 19424, 97494, 4230, 5947, 102911, 7289, 132157, 82429, 18352, 943, 72884, 129, 36310, 7495, 202008, 21580, 110721, 4641, 6662, 109804, 7548, 148604, 83275, 22443, 869, 73182, 134, 55680, 7031, 88048, 11540, 81577, 2854, 3613, 88074, 3203, 54074, 74907, 11901, 821, 72529, 111, 15353, 
13088, 272024, 31886, 176130, 5522, 9418, 164349, 15222, 187509, 95615, 31515, 1672, 96608, 319, 27751, 8421, 94000, 11166, 91898, 2824, 4472, 94026, 3212, 64601, 78698, 13057, 919, 82378, 138, 16942, 259790, 94000, 10951, 91934, 2785, 4461, 94026, 3223, 65141, 78711, 13027, 805, 82378, 128, 129789, 8262, 152003, 19524, 97531, 4237, 5974, 102976, 7261, 132453, 82607, 18302, 938, 72868, 127, 27300, 13707, 166910, 19328, 97433, 4306, 5887, 101737, 7305, 127318, 84732, 19710, 916, 77874, 158, 29219, 8527, 153003, 19416, 97459, 4180, 5928, 102977, 7279, 132549, 82482, 18363, 866, 72995, 126, 36219, 7391, 202008, 21790, 110885, 4642, 6625, 109574, 7556, 148642, 83288, 22417, 874, 72972, 134, 55773, 7015, 88048, 11579, 81563, 2864, 3623, 88074, 3227, 53634, 74929, 11865, 725, 72580, 114, 15288, 
13079, 272016, 31766, 176095, 5593, 9471, 164112, 15276, 187776, 95499, 31476, 1680, 96604, 324, 27754, 8474, 94000, 10892, 92117, 2812, 4530, 94026, 3236, 64290, 78695, 13058, 942, 82306, 127, 17080, 265858, 94000, 10683, 92110, 2772, 4514, 94026, 3227, 64799, 78701, 13006, 915, 82333, 133, 129640, 8206, 152003, 19405, 97633, 4230, 5949, 102967, 7266, 131910, 82596, 18287, 847, 72709, 128, 27316, 13928, 166910, 19447, 97441, 4328, 5889, 101783, 7304, 127297, 84643, 19789, 917, 77839, 162, 29333, 8603, 153003, 19468, 97547, 4213, 5958, 102941, 7261, 133178, 82469, 18352, 853, 72713, 127, 36315, 7392, 202008, 21783, 110863, 4623, 6632, 109761, 7530, 150569, 83238, 22513, 970, 73065, 142, 56024, 6965, 88048, 11424, 81551, 2856, 3607, 88074, 3197, 54798, 74881, 11892, 746, 72549, 112, 15357, 
